"modelID","varName","value","temperature","climate","indoorUnittype","info","hpType"
"1","title","AE LWP 15 HP ECO","0","0","0","1","0"
"1","application","2","0","0","0","1","0"
"1","indoor","1","0","0","0","1","0"
"1","outdoor","1","0","0","0","1","0"
"1","coolingMode7c12c","0","0","0","0","1","0"
"1","coolingMode18c23c","0","0","0","0","1","0"
"1","colderClimate","0","0","0","0","1","0"
"1","warmerClimate","0","0","0","0","1","0"
"1","reversibility","0","0","0","0","1","0"
"1","colderForHeating","0","0","0","0","1","0"
"1","warmerForHeating","0","0","0","0","1","0"
"1","en145112Certification","0","0","0","0","1","0"
"1","heatSource","0","0","0","0","1","0"
"1","additionalOutdoorAir","0","0","0","0","1","0"
"1","additionalExhaustAir","0","0","0","0","1","0"
"1","additionalIndoorAir","0","0","0","0","1","0"
"1","additionalNonheatedSpaceAir","0","0","0","0","1","0"
"1","powerSupply","3","0","0","0","1","0"
"1","offPeakProduct","0","0","0","0","1","0"
"1","EN14511_4_001","2","0","10","0","2","0"
"1","EN14511_4_001","2","0","10","0","2","0"
"1","EN14511_4_002","2","0","10","0","2","0"
"1","EN14511_4_002","2","0","10","0","2","0"
"1","EN14511_2_001","15.10","4","10","0","2","0"
"1","EN14511_2_001","13.46","5","10","0","2","0"
"1","EN14511_2_002","3.48","4","10","0","2","0"
"1","EN14511_2_002","4.75","5","10","0","2","0"
"1","EN14511_2_003","4.34","4","10","0","2","0"
"1","EN14511_2_003","2.83","5","10","0","2","0"
"1","EN14511_4_003","2","0","10","0","2","0"
"1","EN14511_4_003","2","0","10","0","2","0"
"1","EN14511_4_004","2","0","10","0","2","0"
"1","EN14511_4_004","2","0","10","0","2","0"
"1","EN14511_4_005","2","0","10","0","2","0"
"1","EN14511_4_005","2","0","10","0","2","0"
"1","EN12102_1_001","45","4","3","0","2","0"
"1","EN12102_1_001","45","5","3","0","2","0"
"1","EN12102_1_002","67","4","3","0","2","0"
"1","EN12102_1_002","67","5","3","0","2","0"
"1","EN14825_001","164","4","3","0","2","0"
"1","EN14825_001","130","5","3","0","2","0"
"1","EN14825_002","17.40","4","3","0","2","0"
"1","EN14825_002","16.00","5","3","0","2","0"
"1","EN14825_003","4.18","4","3","0","2","0"
"1","EN14825_003","3.33","5","3","0","2","0"
"1","EN14825_004","-7","4","3","0","2","0"
"1","EN14825_004","-7","5","3","0","2","0"
"1","EN14825_005","-10","4","3","0","2","0"
"1","EN14825_005","-10","5","3","0","2","0"
"1","EN14825_008","15.40","4","3","0","2","0"
"1","EN14825_008","14.20","5","3","0","2","0"
"1","EN14825_009","2.90","4","3","0","2","0"
"1","EN14825_009","2.12","5","3","0","2","0"
"1","EN14825_047","0.980","4","3","0","2","0"
"1","EN14825_047","0.990","5","3","0","2","0"
"1","EN14825_010","9.40","4","3","0","2","0"
"1","EN14825_010","8.60","5","3","0","2","0"
"1","EN14825_011","4.19","4","3","0","2","0"
"1","EN14825_011","3.30","5","3","0","2","0"
"1","EN14825_048","0.960","4","3","0","2","0"
"1","EN14825_048","0.980","5","3","0","2","0"
"1","EN14825_012","6.70","4","3","0","2","0"
"1","EN14825_012","6.40","5","3","0","2","0"
"1","EN14825_013","5.13","4","3","0","2","0"
"1","EN14825_013","4.21","5","3","0","2","0"
"1","EN14825_049","0.930","4","3","0","2","0"
"1","EN14825_049","0.970","5","3","0","2","0"
"1","EN14825_014","8.00","4","3","0","2","0"
"1","EN14825_014","7.60","5","3","0","2","0"
"1","EN14825_015","6.83","4","3","0","2","0"
"1","EN14825_015","6.02","5","3","0","2","0"
"1","EN14825_050","0.920","4","3","0","2","0"
"1","EN14825_050","0.970","5","3","0","2","0"
"1","EN14825_016","15.40","4","3","0","2","0"
"1","EN14825_016","14.20","5","3","0","2","0"
"1","EN14825_017","2.90","4","3","0","2","0"
"1","EN14825_017","2.12","5","3","0","2","0"
"1","EN14825_018","14.70","4","3","0","2","0"
"1","EN14825_018","13.30","5","3","0","2","0"
"1","EN14825_019","2.62","4","3","0","2","0"
"1","EN14825_019","1.88","5","3","0","2","0"
