Manufacturer,Model,Date,Type,Subtype,Group,Refrigerant,Mass of Refrigerant [kg],SPL indoor [dBA],SPL outdoor [dBA],PSB [W],Climate,P_el_h_ref [W],P_th_h_ref [W],COP_ref,p1_P_th [1/°C],p2_P_th [1/°C],p3_P_th [-],p4_P_th [1/°C],p1_P_el_h [1/°C],p2_P_el_h [1/°C],p3_P_el_h [-],p4_P_el_h [1/°C],p1_COP [-],p2_COP [-],p3_COP [-],p4_COP [-]
Acond a.s.,Acond PRO-R SP,2022-03-17,Outdoor Air/Water,Regulated,1.0,R290,2.75,0.0,,16,average,3600,9000,2.5,283.8191026117858,-0.001725536888724711,0.7955242710603069,-283.8529397115782,306.7593908316826,0.010473670169546959,0.07727345203428866,-306.8119701477814,-111.4405769802896,-0.08121090419759756,7.247043432439898,111.57831448526946
Acond a.s.,Acond PRO-N,2022-03-17,Outdoor Air/Water,Regulated,1.0,R290,1.35,0.0,,16,average,2064,4540,2.199612403100775,212.74588005899875,-0.001770340755520444,0.7967349620302644,-212.78204462592655,-71.55804146406022,0.010708615503886642,0.07589423484076631,71.50890372513277,-9.146431315049206,-0.05244988134039494,5.534956996548529,9.236933509306244
Acond a.s.,Acond PRO-R,2022-03-17,Outdoor Air/Water,Regulated,1.0,R290,2.75,0.0,,16,average,3600,9000,2.5,-58.21527166704405,-0.0017266687516367448,0.7955668582478053,58.181433133998844,306.7593908316826,0.010473670169546959,0.07727345203428866,-306.8119701477814,139.54250315425432,-0.08121100112905454,7.2470470508694715,-139.4047657237991
Advantix ,i-32V514T,2020-05-26,Outdoor Air/Water,Regulated,1.0,R32,3.6,,66.0,19,average,4905,10300,2.0998980632008153,283.82416689943204,-0.002686139108097298,0.8845842906249666,-283.8476803267291,120.07580656413396,0.012305570568417828,0.0061434931844358024,-120.12305927478127,212.8467880657182,-0.09813626112696265,7.460521112442175,-212.69345533644724
Advantix ,i-32V514,2020-05-26,Outdoor Air/Water,Regulated,1.0,R32,3.6,,66.0,19,average,4905,10300,2.0998980632008153,-53.76804691587806,-0.0026866461316795444,0.8846028548711056,53.74453318114696,-318.47456597783093,0.01230557056714785,0.006144862060118939,318.4273128553559,212.8467877568986,-0.09813620868723201,7.460517636431467,-212.69345564526657
Advantix ,i-32V512T,2020-05-26,Outdoor Air/Water,Regulated,1.0,R32,2.5,,62.0,19,average,4087,8500,2.0797651088818205,212.7498455415416,-0.0027774754497469018,0.8733655304358995,-212.77798135488658,67.48290766938032,0.01125838115896089,0.03920548940561747,-67.53358055314192,-231.84349032328748,-0.09576935311028481,7.310361972563726,231.9739787969565
Advantix ,i-32V512,2020-05-26,Outdoor Air/Water,Regulated,1.0,R32,2.5,,62.0,19,average,4087,8500,2.0797651088818205,-71.53840384854459,-0.0027793359404630785,0.8734306734632958,71.51026678423347,-71.55883009858661,0.01125830641125258,0.03920583790773491,71.50815675092741,-244.70006622362823,-0.09576916640358782,7.310354913073218,244.83055480503208
Advantix ,i-32V510T,2020-05-26,Outdoor Air/Water,Regulated,1.0,R32,2.5,,62.0,19,average,3803,8100,2.129897449382067,-71.53705964419458,-0.0018374971747019786,0.8453172726620432,71.51155877362883,-102.65580826954448,0.011819264386444806,0.03141796332135105,102.60826242825968,8.788655201871029,-0.08968620862299224,7.2036573812840095,-8.625282048573869
Advantix ,i-32V510,2020-05-26,Outdoor Air/Water,Regulated,1.0,R32,2.5,,62.0,19,average,3803,8100,2.129897449382067,-35.96511723372633,-0.0018374669316746927,0.845317391834451,35.93961637563069,-110.85668550848834,0.011819278976734498,0.03141782973804147,110.80913937053207,32.94298410811643,-0.08968621119897781,7.203657452785594,-32.77961095417302
Advantix ,i-32V508,2020-05-26,Outdoor Air/Water,Regulated,1.0,R32,1.5,,62.0,19,average,3298,6300,1.910248635536689,-71.53787430936133,-0.002355786581935798,0.8524201201234876,71.51077341826506,-355.88146775391,0.014527034117770404,-0.11780569354526149,355.83473403168324,-36.47360809781447,-0.09704723103817364,7.335945366868699,36.6225518627407
Advantix ,i-32V506,2020-05-26,Outdoor Air/Water,Regulated,1.0,R32,1.5,,62.0,19,average,2788,5800,2.0803443328550935,-75.97867196574869,-0.0032598327935103744,0.9062699883751342,75.95310846024825,242.23972999936842,0.01225466142912731,0.0036226081472323624,-242.28816532866279,212.84237807413425,-0.09768572019338714,7.366358645706241,-212.69763969990805
